epoch,pde_loss,bc_loss,ic_loss,obs_loss,total_loss
10,1.601319432609216e-08,15.088080406188965,2.842714548110962,1.657528042793274,180.96546936035156
20,4.960113431096147e-10,6.250450611114502,2.137573003768921,0.7049400210380554,84.58517456054688
30,6.433914512271599e-11,4.481021881103516,1.3648289442062378,0.7584578394889832,59.21696472167969
40,2.2812696176544023e-09,5.15213680267334,0.7206060886383057,0.5502718091011047,59.27770233154297
50,,4.393497467041016,0.8832947611808777,0.36510658264160156,
60,4.629890693053085e-09,4.326183795928955,0.6750895380973816,0.22314955294132233,50.23588180541992
70,3.9587805256147135e-10,4.0967302322387695,0.6960463523864746,0.20489518344402313,48.132659912109375
80,1.84173373440899e-07,3.903981924057007,0.7303042411804199,0.17025907337665558,46.513118743896484
90,1.9654484262332517e-08,3.8293375968933105,0.6817185282707214,0.11299321055412292,45.22355270385742
100,9.480078527746016e-11,3.7439095973968506,0.6849548816680908,0.09458789229393005,44.38323211669922
110,1.7132763263649764e-10,3.671978712081909,0.7166409492492676,0.09926339238882065,43.98545837402344
120,7.915756938814411e-10,3.6510350704193115,0.7256970405578613,0.10577305406332016,43.87309265136719
130,6.66739510823966e-11,3.6225152015686035,0.7526364922523499,0.10951324552297592,43.861026763916016
140,7.468243801156405e-10,3.6181235313415527,0.7573650479316711,0.1042846217751503,43.85917282104492
150,3.794123681899464e-09,3.621711492538452,0.7537603378295898,0.09850838780403137,43.85322189331055
