rar_iter,epoch,pde_loss,bc_loss,ic_loss,train_loss,val_loss,theta_loss,total_loss,learning_rate,pde_weight,bc_weight,ic_weight,obs_weight,theta_weight
1,10,0.0001989350895471528,0.8320626020431519,5.269099712371826,0.3606683015823364,0.35971200466156006,0.0023718932643532753,206.85241182299444,0.002,1.0,30.0,30.0,8.0,40.0
1,20,0.016054828857886325,0.8253300189971924,3.1145074367523193,0.3931497037410736,0.39266708493232727,0.0018592027481645346,131.82085042877878,0.002,1.0,30.0,30.0,8.0,40.0
1,30,0.022290303224311074,0.8446545600891113,1.003845453262329,0.21212434768676758,0.20500829815864563,0.002668327186256647,60.5516992656915,0.002,1.0,30.0,30.0,8.0,40.0
1,40,0.02079530169923733,0.8233916759490967,0.5039146542549133,0.1440729796886444,0.13786885142326355,0.00104424892924726,43.1125638624266,0.002,1.0,30.0,30.0,8.0,40.0
1,50,0.0447174504146999,0.8189316391944885,0.1829003542661667,0.16405950486660004,0.16002357006072998,0.001314571825787425,33.76610132979791,0.002,1.0,30.0,30.0,8.0,40.0
1,60,0.006194915127859321,0.8150951862335205,0.0817086398601532,0.17109765112400055,0.16669341921806335,0.0008775803144089878,30.74896965090208,0.002,1.0,30.0,30.0,8.0,40.0
1,70,0.008324001922068813,0.8145776391029358,0.05726824700832367,0.1319420337677002,0.1235746443271637,0.00024277507327497005,29.14466474058913,0.002,1.0,30.0,30.0,8.0,40.0
1,80,0.01861438749088149,0.8107588291168213,0.04954502359032631,0.12001760303974152,0.1116761863231659,0.00019425302161835134,28.46370462861719,0.002,1.0,30.0,30.0,8.0,40.0
1,90,0.06335369989695919,0.8102483749389648,0.02667579986155033,0.11016998440027237,0.10142195969820023,0.00021619889594148844,27.710593895031103,0.002,1.0,30.0,30.0,8.0,40.0
1,100,0.008467483658767436,0.812724232673645,0.025002917274832726,0.11515563726425171,0.10615673661231995,0.00015765239368192852,27.62556128598027,0.002,1.0,30.0,30.0,8.0,40.0
1,110,0.007938738131176341,0.8101209998130798,0.02378057688474655,0.0926910936832428,0.08273045718669891,0.0001458986080251634,27.27333732352881,0.002,1.0,30.0,30.0,8.0,40.0
1,120,0.0013722926005626161,0.8105944991111755,0.021812597289681435,0.08478366583585739,0.07535397261381149,6.606808892684057e-05,27.018577584948645,0.002,1.0,30.0,30.0,8.0,40.0
1,130,0.018003730423632902,0.8101573586463928,0.03140575811266899,0.08401412516832352,0.07450620085000992,8.765351230977103e-05,27.249631485096987,0.002,1.0,30.0,30.0,8.0,40.0
1,140,0.011576537678936304,0.8102486729621887,0.012286386452615261,0.0769609808921814,0.06716975569725037,5.445958595373668e-05,26.56808602236322,0.002,1.0,30.0,30.0,8.0,40.0
1,150,0.0014934304056018967,0.8251003623008728,0.013784745708107948,0.35148561000823975,0.3473617434501648,0.0017137330723926425,29.660544893830988,0.002,1.0,30.0,30.0,8.0,40.0
1,160,0.0035552301113157847,0.8118096590042114,0.029694829136133194,0.17281648516654968,0.16497497260570526,0.00024946234771050513,27.770747444628626,0.002,1.0,30.0,30.0,8.0,40.0
1,170,0.0012357348432219025,0.8100131750106812,0.016668373718857765,0.08242466300725937,0.07299372553825378,0.00017954570648726076,26.54679833913289,0.002,1.0,30.0,30.0,8.0,40.0
1,180,0.001185358950676091,0.8100032806396484,0.03187184780836105,0.14046761393547058,0.13122349977493286,0.0005290763219818473,27.629575405163774,0.002,1.0,30.0,30.0,8.0,40.0
1,190,0.00238244922194168,0.8100004196166992,0.00641518784686923,0.230680450797081,0.22300836443901062,0.00132450507953763,27.675261140244956,0.002,1.0,30.0,30.0,8.0,40.0
1,200,0.017286175058023087,0.8100039958953857,0.07435292750597,0.3238169848918915,0.31560465693473816,0.0025199218653142452,30.688729445408004,0.0019,1.0,30.0,30.0,8.0,40.0
1,210,0.0009032109163183196,0.8127104043960571,0.006677275523543358,0.13893954455852509,0.13189324736595154,0.0002780590148176998,26.879547202866846,0.0019,1.0,30.0,30.0,8.0,40.0
1,220,0.0019018912705438553,0.8105593323707581,0.012379439547657967,0.1052221953868866,0.09651938080787659,9.415284148417413e-05,26.585901831083316,0.0019,1.0,30.0,30.0,8.0,40.0
1,230,0.0007902805324896498,0.8100119829177856,0.05700619891285896,0.10905444622039795,0.09921637177467346,0.00034015392884612083,28.120511630687066,0.0019,1.0,30.0,30.0,8.0,40.0
1,240,0.004784529895222626,0.8100047707557678,0.017325246706604958,0.11698058992624283,0.10829376429319382,0.00021514066611416638,26.87799471720017,0.0019,1.0,30.0,30.0,8.0,40.0
1,250,0.0035107972636670556,0.8100066184997559,0.03245069831609726,0.11381439864635468,0.10507488995790482,0.0001803925697458908,27.320184830512215,0.0019,1.0,30.0,30.0,8.0,40.0
1,260,0.007024786756724538,0.8102226257324219,0.05147808790206909,0.07630226016044617,0.06699350476264954,4.3695261410903186e-05,27.717441146768046,0.0019,1.0,30.0,30.0,8.0,40.0
1,270,0.0026555046251594884,0.8100485801696777,0.03040347620844841,0.08860727399587631,0.07937704771757126,7.823221676517278e-05,27.004696143595517,0.0019,1.0,30.0,30.0,8.0,40.0
1,280,0.0035723825861555696,0.8100705146789551,0.046915169805288315,0.08562476187944412,0.0763775184750557,6.397085235221311e-05,27.518170700566856,0.0019,1.0,30.0,30.0,8.0,40.0
1,290,0.0035866330327795626,0.8103808760643005,0.040874890983104706,0.08187499642372131,0.07261793315410614,5.815195254399441e-05,27.392830740754203,0.0019,1.0,30.0,30.0,8.0,40.0
1,300,0.0014676397130407382,0.8100599050521851,0.034328069537878036,0.08161074668169022,0.072295643389225,5.6061056966427714e-05,27.050041581550147,0.0019,1.0,30.0,30.0,8.0,40.0
1,310,0.0020099612806252906,0.8100311756134033,0.051969096064567566,0.08968324214220047,0.08064224570989609,7.434546569129452e-05,27.71068951146974,0.0019,1.0,30.0,30.0,8.0,40.0
1,320,0.0019412762518151252,0.8102663159370422,0.03228233382105827,0.07740814238786697,0.06801293790340424,5.0759925215970725e-05,27.030401571702075,0.0019,1.0,30.0,30.0,8.0,40.0
1,330,0.0033155053519097174,0.8100422024726868,0.038881488144397736,0.08301292359828949,0.0738360807299614,5.9981892263749614e-05,27.203562741411933,0.0019,1.0,30.0,30.0,8.0,40.0
1,340,0.0025595830992104548,0.8100265264511108,0.05622229352593422,0.09020034968852997,0.08126714080572128,7.604076381539926e-05,27.84365431560749,0.0019,1.0,30.0,30.0,8.0,40.0
1,350,0.0007590162947467716,0.810244083404541,0.028015723451972008,0.07552272081375122,0.06614740937948227,4.908393384539522e-05,26.84494102400026,0.0019,1.0,30.0,30.0,8.0,40.0
1,360,0.007008592007918108,0.8100804686546326,0.034690555185079575,0.07578445971012115,0.06651878356933594,4.396727308630943e-05,26.98272977261062,0.0019,1.0,30.0,30.0,8.0,40.0
1,370,0.003722135842782586,0.8100205063819885,0.04202329367399216,0.0895012840628624,0.08067978918552399,8.097264071693644e-05,27.352496443870496,0.0019,1.0,30.0,30.0,8.0,40.0
1,380,0.0011668266827994365,0.8102967143058777,0.03628923371434212,0.0787033960223198,0.0695081427693367,5.658584996126592e-05,27.147476233855137,0.0019,1.0,30.0,30.0,8.0,40.0
1,390,0.0023828759073568594,0.8100396394729614,0.02957366779446602,0.07993081212043762,0.0709439218044281,5.7127948821289465e-05,26.839391945877367,0.0019,1.0,30.0,30.0,8.0,40.0
1,400,0.0009990804764328286,0.8100253939628601,0.04686318337917328,0.08784323185682297,0.07909851521253586,7.468752301065251e-05,27.483573400544557,0.001805,1.0,30.0,30.0,8.0,40.0
2,10,0.0027423657122202898,0.8102025985717773,0.021632926538586617,0.07111357897520065,0.06179302558302879,4.0320293919648975e-05,26.555582313494323,0.001805,1.0,30.0,30.0,8.0,40.0
2,20,0.0015518490147481533,0.8103808760643005,0.01649835705757141,0.07170263677835464,0.06221698969602585,5.197325299377553e-05,26.31247268872325,0.001805,1.0,30.0,30.0,8.0,40.0
2,30,0.001884458095201645,0.8100308179855347,0.01420731469988823,0.0764569640159607,0.06753166019916534,5.9209385653957725e-05,26.28620908340302,0.001805,1.0,30.0,30.0,8.0,40.0
