epoch,pde_loss,bc_loss,ic_loss,obs_loss,total_loss
10,22.106542587280273,30.665544509887695,9.972329139709473,8.980573654174805,51.8291015625
20,83.47332000732422,29.274883270263672,9.03295612335205,7.895208835601807,54.55038070678711
30,43097.57421875,27.62193489074707,7.974595546722412,6.6755547523498535,4352.02978515625
40,92944.609375,25.627639770507812,6.7994160652160645,5.3325653076171875,9332.2216796875
50,2781.580078125,23.334959030151367,5.616273880004883,4.015577793121338,311.12481689453125
60,1491.529296875,20.921722412109375,4.590583324432373,2.953653573989868,177.618896484375
70,2235.923095703125,18.5921688079834,3.7910797595977783,2.2647788524627686,248.24034118652344
80,3443.478271484375,16.35908317565918,3.059340238571167,1.8234091997146606,365.5896301269531
90,5607.57373046875,14.031554222106934,2.1517460346221924,1.385414719581604,578.3261108398438
100,8031.2236328125,11.601753234863281,1.1257619857788086,0.8744511604309082,816.7243041992188
110,11192.025390625,9.460233688354492,0.4025661051273346,0.4387796223163605,1129.5040283203125
120,17016.958984375,7.75341272354126,0.11434029787778854,0.19561509788036346,1709.75927734375
130,52066.59375,6.508608341217041,0.12077182531356812,0.22673791646957397,5213.515625
140,8632415.0,5.839902877807617,0.24598783254623413,0.30205991864204407,863247.875
150,39657.453125,5.503851890563965,0.366353839635849,0.35541272163391113,3971.97119140625
160,49804.67578125,5.296584606170654,0.43489328026771545,0.4056951105594635,4986.60498046875
170,95903.71875,5.223580837249756,0.4504929780960083,0.3805675804615021,9596.4267578125
180,8000823.5,5.180147647857666,0.4426344931125641,0.3484845459461212,800088.375
190,73821.1953125,5.1454877853393555,0.42937934398651123,0.3158455789089203,7388.01025390625
200,78438.9921875,5.112365245819092,0.41851890087127686,0.2831762731075287,7849.71337890625
210,83120.6953125,5.065942287445068,0.4144822657108307,0.2602047026157379,8317.8095703125
220,5592305.0,5.015442371368408,0.41456374526023865,0.23983590304851532,559236.1875
