x,y,z,t,type,value,nx,ny,nz
0,0,0,0,Dirichlet,0,0,0,1
0,0,10,0,flux,0.0
0,0,10,1,flux,0.000004340
0,0,10,2,flux,0.000008681
0,0,10,4,flux,0.000017361
0,0,10,10,flux,0.000043403
0,0,10,32,flux,0.000138889 
